trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1067,False,"{'a': 0.002, 'e': 0.11859985678092198}",30,17,-10.566495872018399,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
1068,False,"{'a': 0.002, 'e': 0.11836289410901962}",20,13,12.376665760603252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.002, 'e': 0.11812640488885146}",25,5,34.08707409435257,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.002, 'e': 0.1178903881744604}",30,15,24.970748076141582,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.002, 'e': 0.11765484302177918}",30,19,23.694731136620568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.002, 'e': 0.11741976848862698}",20,10,13.819699108782107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.002, 'e': 0.11718516363470523}",20,14,10.239329881054692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.002, 'e': 0.11695102752159432}",35,25,-34.719123853615265,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1075,False,"{'a': 0.002, 'e': 0.11671735921274938}",20,8,21.30042502926662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.002, 'e': 0.11648415777349697}",20,0,6.423320173547749,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1077,False,"{'a': 0.002, 'e': 0.11625142227103091}",25,8,26.565130095015792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.002, 'e': 0.116019151774409}",20,8,14.455489464212603,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.002, 'e': 0.1157873453545488}",35,16,3.5036119565844315,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1080,False,"{'a': 0.002, 'e': 0.11555600208422448}",20,9,22.184692107750234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.002, 'e': 0.11532512103806251}",30,18,-12.066278192765637,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1082,False,"{'a': 0.002, 'e': 0.11509470129253851}",30,16,25.385623623511634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.002, 'e': 0.11486474192597308}",25,5,14.82739969960557,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1084,False,"{'a': 0.002, 'e': 0.11463524201852858}",20,9,18.41880159666818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.002, 'e': 0.11440620065220493}",20,9,22.82387216312166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.002, 'e': 0.1141776169108365}",20,13,1.4069079355423213,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.002, 'e': 0.11394948988008788}",20,13,11.219269948945016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.002, 'e': 0.11372181864745078}",20,15,8.553620170540208,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11349460230223983}",20,11,20.170160213904424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11326783993558948}",20,10,18.836708553892457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.002, 'e': 0.11304153064044985}",20,9,17.07575573226327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11281567351158354}",30,13,27.985545813307446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11259026764556165}",20,15,8.483920153338076,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11236531214076052}",20,1,19.395270540060167,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11214080609735771}",30,6,-11.081272563471337,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
1096,False,"{'a': 0.002, 'e': 0.11191674861732888}",20,11,15.284443291458825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11169313880444368}",25,15,17.72745090359571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.11146997576426268}",20,0,32.472702244726634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1099,False,"{'a': 0.002, 'e': 0.1112472586041333}",30,17,-18.88112668205882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1100,False,"{'a': 0.002, 'e': 0.11102498643318673}",30,7,38.07724686157288,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11080315836233387}",20,8,20.26023703481209,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.002, 'e': 0.11058177350426224}",20,16,8.687996669925983,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.11036083097343202}",20,12,7.4084550042229145,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.1101403298860729}",25,15,16.157553425559044,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10992026936018012}",25,13,18.680535758758793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.002, 'e': 0.10970064851551141}",35,13,24.496836533885286,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10948146647358296}",25,13,20.407203957845006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.002, 'e': 0.10926272235766643}",20,11,14.973157508922194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10904441529278498}",20,11,16.423190353301877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10882654440571013}",30,22,0.9615195601415367,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.002, 'e': 0.10860910882495796}",25,15,5.718830140662241,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1112,False,"{'a': 0.002, 'e': 0.10839210768078596}",20,7,14.428498845163743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10817554010518914}",25,2,24.44226510054673,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10795940523189702}",25,12,12.698818615740542,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,6,20.222743753494527,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10752843013579495}",20,5,25.863506626799687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.002, 'e': 0.10731358818908403}",25,18,6.6969542027927,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.002, 'e': 0.107099175496869}",30,16,22.754538000731014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.002, 'e': 0.1068851912014987}",25,16,16.701581684652965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.10667163444703576}",30,17,22.83581637620617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.1064585043792528}",20,11,-3.4319059147887425,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1122,False,"{'a': 0.002, 'e': 0.10624580014562934}",30,18,5.453182635432839,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.1060335208953481}",20,3,25.864160595109798,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.002, 'e': 0.10582166577929185}",20,13,13.053039917293429,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10561023395003975}",20,14,12.314155339531538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10539922456186433}",30,17,24.0510419693484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,11,6.4278542398473615,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10497846973427834}",25,14,21.45029087537186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10476872261184789}",20,11,16.065549853890943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.002, 'e': 0.10455939456444763}",20,6,11.90396908723826,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.002, 'e': 0.104350484754765}",20,0,35.70299493978532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1132,False,"{'a': 0.002, 'e': 0.10414199234716055}",35,28,13.440944621424439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10393391650766431}",20,14,9.990203840597683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10372625640397273}",25,0,36.738437478258675,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1135,False,"{'a': 0.002, 'e': 0.10351901120544502}",20,6,-5.441050750121075,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.1033121800831002}",20,12,4.611733088638726,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.002, 'e': 0.10310576220961341}",30,19,20.553281035736095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.102899756759313}",25,18,13.907541181737699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10269416290817676}",30,0,19.17623356479858,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1140,False,"{'a': 0.002, 'e': 0.10248897983382912}",25,15,-3.65883502381414,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10228420671553744}",20,3,13.180801839018791,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10207984273420903}",20,7,24.001998668436702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.10187588707238764}",20,2,34.45616971531001,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.1016723389142504}",20,12,15.513725218697683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.10146919744560434}",30,23,15.272287987998245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.1012664618538834}",30,17,24.016035512524567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10106413132814486}",20,12,14.255438246825605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10086220505906641}",20,6,12.2494489756255,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.10066068223894266}",30,9,21.221378251102188,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",20,4,23.289550220062495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",30,12,20.374095413208888,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",30,12,33.62590947374956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,13,14.340317343206907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",25,11,30.059800072824704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",30,23,10.39109992860643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",25,7,29.297903053478255,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",25,5,34.552021436425164,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",20,10,19.51693330628989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",20,12,9.845882440546458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",25,11,28.46100805078391,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",25,13,-31.44172379833442,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",25,19,12.034293821229829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",35,21,28.649267367575483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",35,13,-3.3289990675550385,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",20,13,9.405555609120258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",20,8,16.05908934065053,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",20,13,9.230626744233188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",25,5,23.046842225750797,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",20,7,24.64095811610906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",30,13,37.2227094368434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",25,15,20.230993220955103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",30,13,25.670552321724717,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",20,8,22.693310538327964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",25,0,24.806694528080147,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",25,10,4.764508019676075,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",25,6,20.497652357950045,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",30,16,26.06110721416542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",25,16,11.49265764224403,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,10,14.147189823109098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",25,3,-1.091014680878021,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",20,16,7.596372864628303,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",20,4,29.766962203081206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",20,8,10.229791866278342,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,3,6.7607084988285076,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",20,6,27.364191790622815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,11,17.228984980748844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",20,9,21.790342352331145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",25,0,-3.781416210590457,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",30,23,11.020241492319432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",30,10,32.082680376559104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",20,11,17.52076894222261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",25,13,3.6022656259489265,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",30,14,20.190558297809144,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",35,23,13.255462408152326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",20,12,12.955726214600329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",25,18,12.483479827307756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",25,11,12.276817539300483,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",25,8,32.715623026261326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",30,20,22.26616675819047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",20,4,-14.757395740974506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",20,3,14.816518570851438,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",25,10,-14.865705214539018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",30,14,29.051463227190645,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",30,18,21.883776140685054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",20,16,9.480275555991888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",30,24,9.07935330314667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,10,8.465829349221604,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",20,15,8.270826645335298,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",20,2,29.643569113953536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",25,10,-8.684746980680695,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",30,15,17.703687378519206,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,8,29.54447532281349,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,9,9.288560792868234,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",20,12,3.22512214470031,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",25,14,-22.86959201966597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",25,20,7.588027063664831,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,20,10.514019469411604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",30,16,28.2435905010149,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",20,12,12.656545152285354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",30,16,25.53779952540361,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",30,23,14.28788920653049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",30,15,17.737447716824335,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,2,30.286111608872975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",25,13,20.001098962822823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,8,19.556372459743244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,2,-11.553214668005962,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,11,26.24548816953959,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",20,10,15.816719777293388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",20,13,13.82834655088669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,14,-0.7780772134760721,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",35,21,14.784527466783558,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",20,12,2.810438333360821,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",20,6,19.255335124511546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",20,16,7.941965608828,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,16,7.883491687696633,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",30,11,32.58346249265647,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,9,19.015625608674863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",30,2,32.86241130524641,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",20,11,14.684767078169386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",20,11,9.35046114070916,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",25,12,26.445632952897867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",35,19,23.004080200860418,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",25,19,-2.8728975703468675,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",25,15,-0.261217148491796,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,18,12.334461877146094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",30,17,23.830514953936436,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",35,17,33.540225327143034,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",25,15,10.882764492831217,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",35,24,21.457001994020068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
